"1.0.0-incubating","build-tools/src/main/java/org/apache/syncope/buildtools/ApacheDSRootDseServlet.java","No"
"1.0.0-incubating","build-tools/src/main/java/org/apache/syncope/buildtools/ApacheDSStartStopListener.java","No"
"1.0.0-incubating","build-tools/src/main/java/org/apache/syncope/buildtools/H2StartStopListener.java","No"
"1.0.0-incubating","build-tools/src/main/java/org/apache/syncope/buildtools/JarSchemaLdifExtractor.java","No"
"1.0.0-incubating","client/src/main/java/org/apache/syncope/annotation/FormAttributeField.java","No"
"1.0.0-incubating","client/src/main/java/org/apache/syncope/annotation/SchemaList.java","No"
"1.0.0-incubating","client/src/main/java/org/apache/syncope/client/AbstractBaseBean.java","No"
"1.0.0-incubating","client/src/main/java/org/apache/syncope/client/SyncopeConstants.java","No"
"1.0.0-incubating","client/src/main/java/org/apache/syncope/client/http/HttpClientParams.java","No"
"1.0.0-incubating","client/src/main/java/org/apache/syncope/client/http/PreemptiveAuthHttpRequestFactory.java","No"
"1.0.0-incubating","client/src/main/java/org/apache/syncope/client/mod/AbstractAttributableMod.java","No"
"1.0.0-incubating","client/src/main/java/org/apache/syncope/client/mod/AttributeMod.java","No"
"1.0.0-incubating","client/src/main/java/org/apache/syncope/client/mod/MembershipMod.java","No"
"1.0.0-incubating","client/src/main/java/org/apache/syncope/client/mod/ReferenceMod.java","No"
"1.0.0-incubating","client/src/main/java/org/apache/syncope/client/mod/RoleMod.java","No"
"1.0.0-incubating","client/src/main/java/org/apache/syncope/client/mod/UserMod.java","No"
"1.0.0-incubating","client/src/main/java/org/apache/syncope/client/report/AbstractReportletConf.java","No"
"1.0.0-incubating","client/src/main/java/org/apache/syncope/client/report/ReportletConf.java","No"
"1.0.0-incubating","client/src/main/java/org/apache/syncope/client/report/StaticReportletConf.java","No"
"1.0.0-incubating","client/src/main/java/org/apache/syncope/client/report/UserReportletConf.java","No"
"1.0.0-incubating","client/src/main/java/org/apache/syncope/client/search/AttributeCond.java","No"
"1.0.0-incubating","client/src/main/java/org/apache/syncope/client/search/MembershipCond.java","No"
"1.0.0-incubating","client/src/main/java/org/apache/syncope/client/search/NodeCond.java","No"
"1.0.0-incubating","client/src/main/java/org/apache/syncope/client/search/ResourceCond.java","No"
"1.0.0-incubating","client/src/main/java/org/apache/syncope/client/search/SyncopeUserCond.java","No"
"1.0.0-incubating","client/src/main/java/org/apache/syncope/client/to/AbstractAttributableTO.java","No"
"1.0.0-incubating","client/src/main/java/org/apache/syncope/client/to/AbstractExecTO.java","No"
"1.0.0-incubating","client/src/main/java/org/apache/syncope/client/to/AccountPolicyTO.java","No"
"1.0.0-incubating","client/src/main/java/org/apache/syncope/client/to/AttributeTO.java","No"
"1.0.0-incubating","client/src/main/java/org/apache/syncope/client/to/ConfigurationTO.java","No"
"1.0.0-incubating","client/src/main/java/org/apache/syncope/client/to/ConnBundleTO.java","No"
"1.0.0-incubating","client/src/main/java/org/apache/syncope/client/to/ConnInstanceTO.java","No"
"1.0.0-incubating","client/src/main/java/org/apache/syncope/client/to/ConnObjectTO.java","No"
"1.0.0-incubating","client/src/main/java/org/apache/syncope/client/to/DerivedSchemaTO.java","No"
"1.0.0-incubating","client/src/main/java/org/apache/syncope/client/to/LoggerTO.java","No"
"1.0.0-incubating","client/src/main/java/org/apache/syncope/client/to/MembershipTO.java","No"
"1.0.0-incubating","client/src/main/java/org/apache/syncope/client/to/NotificationTO.java","No"
"1.0.0-incubating","client/src/main/java/org/apache/syncope/client/to/NotificationTaskTO.java","No"
"1.0.0-incubating","client/src/main/java/org/apache/syncope/client/to/PasswordPolicyTO.java","No"
